         100 ,   2.78472471     ,  0.820085049     ,  0.701174676     ,   2.37018490    
         200 ,   6.21103907     ,   1.74175179     ,  0.677214444     ,  0.608715594    
         300 ,   3.15903759     ,  0.889545500     ,  0.655744672     ,   1.58381402    
         400 ,   4.25979042     ,   1.19952679     ,  0.515277922     ,   1.04507828    
         500 ,   3.33570886     ,  0.944967330     ,  0.418392301     ,   1.18272913    
         600 ,   2.90606022     ,  0.847993016     ,  0.481397659     ,   1.04299688    
         700 ,   3.15502143     ,  0.912951648     ,  0.355333060     ,  0.930497348    
         800 ,   2.53517175     ,  0.747295916     ,  0.346742362     ,  0.957830310    
         900 ,   2.66190529     ,  0.777928531     ,  0.281691015     ,  0.763335943    
        1000 ,   2.04355383     ,  0.610968709     ,  0.338939488     ,  0.776950061    
        1100 ,   2.29551768     ,  0.673869371     ,  0.358455718     ,  0.628811896    
        1200 ,   1.77601659     ,  0.528039873     ,  0.291731358     ,  0.714817882    
        1300 ,   2.20064974     ,  0.647065818     ,  0.224495620     ,  0.458294779    
        1400 ,   1.55486608     ,  0.459293097     ,  0.246515080     ,  0.598481596    
        1500 ,   1.96284497     ,  0.569682360     ,  0.195429057     ,  0.407851994    
        1600 ,   1.45296657     ,  0.425381154     ,  0.212298781     ,  0.516660690    
        1700 ,   1.59821177     ,  0.463638127     ,  0.212665498     ,  0.357709855    
        1800 ,   1.30883217     ,  0.384661734     ,  0.178573728     ,  0.402309686    
        1900 ,   1.29052067     ,  0.379264921     ,  0.171352014     ,  0.349314600    
        2000 ,   1.24808526     ,  0.366829872     ,  0.144467875     ,  0.314160854    
        2100 ,  0.973172665     ,  0.291277200     ,  0.162700459     ,  0.339103848    
        2200 ,   1.16972148     ,  0.341480315     ,  0.110175595     ,  0.234597266    
        2300 ,  0.746372163     ,  0.225290462     ,  0.140295208     ,  0.319530576    
        2400 ,   1.01514733     ,  0.298950225     ,  0.117462948     ,  0.193388760    
        2500 ,  0.562689662     ,  0.170153245     ,  0.166844741     ,  0.285895735    
        2600 ,  0.885208309     ,  0.258854210     ,  0.125616267     ,  0.176365927    
        2700 ,  0.631049812     ,  0.188021928     ,  0.136628389     ,  0.237567902    
        2800 ,  0.736500144     ,  0.216384202     ,   9.87612754E-02 ,  0.198389456    
        2900 ,  0.704434633     ,  0.207690120     ,   9.53397825E-02 ,  0.187413186    
        3000 ,  0.616356134     ,  0.182422236     ,   8.74047577E-02 ,  0.190613985    
        3100 ,  0.613581300     ,  0.181342199     ,   9.28922221E-02 ,  0.169957191    
        3200 ,  0.544927180     ,  0.160824627     ,   9.78031829E-02 ,  0.172033399    
        3300 ,  0.536887765     ,  0.158500120     ,   8.80093277E-02 ,  0.156241670    
        3400 ,  0.528762519     ,  0.155871153     ,   5.98281883E-02 ,  0.146799251    
        3500 ,  0.452110499     ,  0.134582058     ,   7.09202662E-02 ,  0.151391834    
        3600 ,  0.496169120     ,  0.145403728     ,   6.12752326E-02 ,  0.121455468    
        3700 ,  0.385658711     ,  0.114402585     ,   6.02765717E-02 ,  0.144192010    
        3800 ,  0.472599715     ,  0.138268173     ,   4.38596234E-02 ,  0.101105057    
        3900 ,  0.307653397     ,   9.13648754E-02 ,   6.86942413E-02 ,  0.133928210    
        4000 ,  0.402782947     ,  0.117660500     ,   6.41506314E-02 ,   9.37095061E-02
        4100 ,  0.291519672     ,   8.59236121E-02 ,   5.91241568E-02 ,  0.122573152    
        4200 ,  0.369672298     ,  0.107307322     ,   5.12514152E-02 ,   8.92424658E-02
        4300 ,  0.301670164     ,   8.75990912E-02 ,   4.20083888E-02 ,  0.109565362    
        4400 ,  0.338196069     ,   9.75492299E-02 ,   4.46274020E-02 ,   8.66004005E-02
        4500 ,  0.282472998     ,   8.19652528E-02 ,   4.31013331E-02 ,   9.67964083E-02
        4600 ,  0.284561962     ,   8.27148855E-02 ,   4.58068214E-02 ,   8.15493017E-02
        4700 ,  0.253597915     ,   7.43851140E-02 ,   3.92694883E-02 ,   8.48500133E-02
